qid,context,question,answer,tag
foody_745,"T ăn của cô từ hồi cô chưa nổi , mới chỉ là quán bé tí . Cách đó 1 đoạn cũng có 1 quadn bánh tráng , bên đó đông khách hơn . T nghiện luôn bánh của cô . Vì bánh tráng dai ko ướt , lúc nào cũng ú ụ nhân với giá 20k là quá ư là ngọt ngào . Nhưng h thì t ít ăn , vì giờ chất lượng kém hẳn . Bánh tráng làm sẵn , ai đến ới phát có luôn thì lấy đâu mà còn độ dẻo mới làm . Hơi buồn 1 tẹo
",Vì sao khách hàng đánh giá chất lượng bánh kém hơn trước?,Bánh tráng làm sẵn,foody
foody_635,"Lần thứ 2 quay lại thì mình vẫn rất hài lòng từ món ăn đến cách phục vụ , giá cả và cả NV gửi xe
Tuy nhiên , đây là quán sushi tầm giá trung , nên ăn các món chín thì rất ok nhưng để ăn sashimi tươi sống mà muốn chất lượng tuyệt đối thì không nên so sánh ở đây nhé
À món cơm cuộn lươn ngon lắm , vị nêm rất ngon . Ăn mì đút lò cũng hết ý .
",Khách hàng hài lòng về điều gì?,"từ món ăn đến cách phục vụ , giá cả và cả NV gửi xe",foody
foody_2122,"Không gian dễ thương , có mấy cái gối vàng cực xinh .
Mình gọi 1 phần có bánh flan , sương sáo sốt nước dừa ( 30k mấy ) , 1 phần có kem socola , thạch củ năng , sương sáo , hột é sốt cà fê ( 55k ) và mua mang về phần giống số 1 mình gọi , thêm 1 xôi nếp cẩm có khoai lang ngào sốt dừa ( 29k ) .
Bánh flan ăn rất ngon , béo và dày . Xôi thì ăn được . Sốt nước dừa rất ngon . Mình chưa thử mấy loại sốt kia , để lần sau quay lại vậy . Ở đây còn bán đồ ăn mặn nữa nghen .
",Ngoài kem và bánh thì ở đây còn bán gì?,đồ ăn mặn,foody
foody_1916,"m gọi phần 60k 20 viên thập cẩm
tính là ăn cho đã nhưg há cảo tôm vs thịt hay xíu mại gì ăn i như nhau . ngán . rau rửa k sạch hay k rửa thì phải . mất cảm tình .
mình đến trc và gọi món trc nhưg chủ quán lại làm cho 2 3 ng mua về trc . m hối mãi mới làm .
chỗ ngồi tối tăm k sạch sẽ . nchug k hài lòng lắm
",Món gì ở đây khách ăn thấy chán?,há cảo tôm vs thịt hay xíu mại,foody
foody_2364,"Mấy câu thế này thôi : đồ ăn cũng k được ngon cho lắm , nhất là rau sống mang ra rơ ình nhìn giống kem đánh răng dính vào k dám ăn luôn , nhân viên phục vụ chưa được nhiệt tình ... Nói chung Đà Lạt về đồ nướng nhiều quán chất lượng hơn quán này nhiều . . Mấy đứa nhân viên ở quán review tự sướng thôi ...
",Khách hàng có nhận xét gì về đồ ăn của quán?,"đồ ăn cũng k được ngon cho lắm , nhất là rau sống mang ra rơ ình nhìn giống kem đánh răng dính vào k dám ăn luôn",foody
foody_412,"mình ăn ở đây cũng vài ba lần , bánh tráng trộn ăn cũng được , khá đông khách .
nhưng thái độ phục vụ thì quá tệ , mình với bạn ăn xong đang ngồi nói chuyện uống nước , thì bị nhân viên ra đuổi với 1 thái độ rất khó chịu , thậm chí là lườm , chỉ chỏ sau lưng và mình nghĩ là chúng mình chẳng làm gì để mà phải chịu đựng thái độ như vậy cả .
với thái độ phục vụ khách hàng như vậy thì không bao giờ có lần sau !
",Khách hàng không hài lòng về điều gì ở quán?,thái độ phục vụ thì quá tệ,foody
foody_1991,"Hôm nay mình có ghé quán !
Không gian thì nhỏ thật ! Nhưng đáng yêu ! ^ ^
Nhưng có 1 chuyện này mình hơi khó chịu .
Gian bếp of quán nằm ngay trong phòng lạnh nên khi nấu nướng thì mùi dầu bay khắp phòng rất khó chịu , ám vào tóc vào ng nữa =   =
Mong là quán sẽ khắc phục chuyện này !
Trà sữa đào mình dùng sáng nay mùi đào không đậm lắm . Chỉ nghe toàn mùi sữa thôi
",Về thiết kế của quán có gì khiến khách không hài lòng?,"Gian bếp of quán nằm ngay trong phòng lạnh nên khi nấu nướng thì mùi dầu bay khắp phòng rất khó chịu , ám vào tóc vào ng nữa",foody
foody_1145,"Ấn tượng đầu tiên là không gian rất sâu ,
 nhìn giống mấy quán trên phim 😂 
Mình gọi 1 miến trộn , 1 canh chả cá , 1 kimbab cá , 1 tok , 1 mỳ với 3 trà xanh gạo lứt 
thì ưng miến trộn nhất , 
đĩa đầy tú ụ với ngon lắm , ăn vừa miệng cực kỳ , 
kim chi ăn kèm của quán cũng là 1 điểm cộng 👍 
nói chung là ngon và no cực 😍
",Ấn tượng đầu tiên mà khách hàng cảm nhận được khi đến quán là gì?,không gian rất sâu,foody
foody_2850,"Không gian khá thoải mái . Quán trang trí dễ thương . Đồ uống khá ngon và vừa tiền vì dù sao cũng ở vị trí trung tâm thành phố . Bị cái nhân viên không thân thiện tí nào . Bác giữ xe cũng vui tính . Nhìn măt khá dữ và khó chịu . Nhạc mở quá to ảnh hưởng tới nh người . Loa to mà để trên đầu người ngồi làm cảm thấy khó chịu . Wifi mạnh . ( Y ) thích hợp họp nhóm và hẹn hò .
",Giá cả ở đây như thế nào với chất lượng đồ uống và vị trí của quán?,vừa tiền,foody
foody_2005,"Quán ngay mặt đường Nguyễn Viet Hồng dễ tìm , không gian gửi xe bên trong nguyên cái gara thoáng mát : )
Cô chủ thân thiện , dễ mến .
Phần bò thập cẩm : bò , trứng , xíu mại vừa ăn . Chưa quá xuất săc nhưng vẫn ăn sáng rất oki . Tụi mình đi sớm nên quán còn vắng khá mát mẻ , neu dong nguoi chăc cũng hơi khó chịu hà . 30k 1 phần la duyệt he . Ngoài ra có nuoc uong tùy chọn kèm theo .
Voi khong gian va giá cả nhu vay mình nhat dinh se ghé lại .
Thích ăn beefsteak thì hãy thử và cùng đưa ra ý kiến nhe : )
",Chỗ gửi xe của quán này thế nào?,bên trong nguyên cái gara thoáng mát,foody
foody_138,"Lúc trước hay ăn bên haruni nhung tình cơ phát hiện ra chỗ nảy . Lúc đầu là ăn cho biết thôi . Nhưng bị nghiện luôn . Món ăn đậm chất Hàn xẻng . Kim chi cay xé lưỡi ( phê luôn ) cơm trộn blugogi ăn ngon lắm luôn . Thích nhất món lẩu kim chi . Lau 1 nguoi nhung hai nguoi an cung dc . Con lau nhỏ 185k an 4 người là no lăn về luon . Điểm trừ . Vì ăn cay nên nóng lắm . Cơ ma hệ thống máy lạnh còn hơi tệ nhá . Ăn cay lúc lạnh mới đã : ) )
",Đồ ăn ở quán mang hương vị gì?,đậm chất Hàn xẻng,foody
foody_2596,"Quán có view đẹp , nhưng hôm mình tới hơi muộn nên không được ngồi ở vị trí đẹp , chả ngắm được gì luôn 😒 . Menu đồ ăn khá phong phú , đồ uống thì bình thường không nhiều loại lắm . Mình gọi 2 loại waffles mặn ăn thử và 2 nước nữa .
Về đồ uống : mình thấy 2 loại mình gọi khá ổn .
Về đồ ăn : bánh waffle thịt hun khói và phô mai ăn hơi rời rạc , không ngon miệng lắm . Bánh waffle gà mãi lúc sau mới mang ra nhưng ăn ngon hơn hẳn . Tiếc là chưa được thử waffle ngọt ở quán .
Phục vụ niềm nở nhưng vì đông khách quá nên hơi chậm và nhiều lúc khách gọi mãi mà không nghe thấy . Giá cả hợp lý , không đắt mấy . Sẽ còn quay lại để thử các món khác .
",Thực khách có cảm nhận gì về món waffle thịt hun khói và phô mai ở đây?,"ăn hơi rời rạc , không ngon miệng lắm",foody
foody_926,"Nhận được 2 vé xem phim Taxi ! Em tên gì ? từ chị đồng nghiệp nên lượn đi xem ngay và luôn , 
địa điểm gần nhất lúc bấy giờ là CGV Cinemas tại Hùng Vương . 
Rất hài lòng với không gian CGV tại đây , 
khá rộng rãi và nhiều khu vực cho khách ngồi . 
Thêm nữa là rạp có vị trí các dãy ghế chênh nhau khá nhiều nên xem phim thoải mái mà không sợ bị các bạn khác che mất Sub .
","Vì sao khách hàng chọn xem phim ""Taxi! Em tên gì?""?",Nhận được 2 vé xem phim Taxi ! Em tên gì ? từ chị đồng nghiệp,foody
foody_937,"Trà sữa ở quán với mình thì hơi ngọt , 
lần sau có dặn thì làm rất ok
Nhưng có điều là phục vụ kì cục quá , 
gọi tụi mình là "" mấy đứa "" , 
rồi trong quán có chương trình mua 3 ly tặng 1 bánh tráng , 
lần nào tụi mình cũng uống 4ly nhưng chẳng bạn nào thèm nói cho tụi mình biết chương trình này . 
Đến g vô tình biết thì cảm thấy cách phục vụ của các bạn không có coi trọng khách mấy : )
","Đối với bạn, vị trà sữa của quán thế nào?",hơi ngọt,foody
foody_2492,"Mới đi uống hồi sáng . Frapcuchino đắng quá uống không được . Rất thất vọng về anh pha chế nói hơi to la chị thu ngân mà ngoài uống tra sữa biết hết , lại còn nói câu không hiểu là anh cố tình muốn nói để khách nghe hay sao ấy nhỉ . Có lẽ là sẽ không ghé lại quán đâu . Lâu rồi mới ghé lại quán mà không coá cảm tình gì hết trơn . Không biết có phải do cách phục vụ của nhân viên hay không mà sao thấy không hài lòng một chút nào
",Vị của Frapcappuchino ở quán như thế nào?,đắng quá,foody
foody_201,"Nghe trên kênh 14 quảng cáo nhiều nên hôm ây có dịp vào Sài Gòn bắt taxi đến đây , tài xế cũng không biết chỗ này , mình đành phải xuống xe đi bộ 1 đoạn hỏi bao nhiêu người mới biết , lúc vào trong thì không khí khá vắng vẻ ảm đạm , chỉ có 2 bạn nữ chụp ảnh cạnh bức tường , quán cafe cũng không có khách , đành ra về ... .
",Từ đâu khách hàng biết đến quán?,Nghe trên kênh 14,foody
foody_1474,"Mình cũng hay đến quán này . Nói chung món nướng cũng đa dạng , và cũng không đắt lắm . Nhưng mà chíp hấp tạm được chứ không ngon . Ốc hương của quán quá nhỏ , đến nỗi cầm cũng khó nữa . Lẩu tạm thôi chứ nước không ngọt . Có lẽ mấy combo nướng là ok thui . Nước chấm làm sẵn ngon . Nhưng mà ngồi ngoài trời thì được chứ trong nhà khói quá không chịu nổi . Nhân viên cũng nhiệt tình và nhanh nhẹn .
",Thái độ phục vụ của nhân viên nhà hàng ra sao?,nhiệt tình và nhanh nhẹn,foody
foody_815,"Món ăn ngon và giá cũng hợp lý , dimsum thì giá này ok rồi không mắc : ) 
Phục vụ cũng nhiệt tình . 
Vị trí của quán thì kg thuận lại vì ngay khúc 1 chiều và dưới chân cầu Ng Tri Phương nên xe đông lắm , 
Quán lúc nào cũng đông khách nên mọi người nên đặt chỗ trước để kg phải đợi , 
ah mà món ăn lên hơi lâu : )
",Chất lượng phục vụ của quán như thế nào?,nhiệt tình,foody
foody_748,"Quán đẹp , dễ thương , có mấy chậu lúa nhỏ nhỏ xinh xinh mang lại cảm giác mát mẻ , thoả mái tửong như đang ở quê ý . . đồ uống khá ngon , có món cafe trứng hà nội khá béo , bánh waffle cũng được , món kem gia vị lạ lạ , ăn ngon , nhân viên nhiệt tình vui vẻ , đồ uống thì khá rẻ so với vị trí ở ngay bitexco . .
",Điều gì khiến cho khách hàng có cảm giác như đang ở quê?,có mấy chậu lúa,foody
foody_625,"Mình ăn uống ở đây 2 lần , cực kì vừa ý , cả thức ăn lẫn phục vụ và không gian quán nha , thích lắm !
Quán ko to nhưng thiết kế và trang trí sang trọng , đẹp và tinh tế , kiểu ko quá cổ điển , không quá xa hoa , tạo cảm giác gần gũi .
Món súp bò không đặc sắc nhưng món nước chanh tuyết khỏi chê , thơm nè , mát nè , tối hè oi bức , uống 1 ly là tan hết mệt nhọc sau giờ làm .
Khoai tây chiên thì cũng giống mấy chỗ khác , được cái có 2,3 loại sốt ăn kèm bắt vị tốt ! Nhân viên 10 điểm phục vụ !
",Không gian thiết kế của quán cho khách hàng cảm giác như thế nào?,gần gũi,foody
foody_1500,"Mình đến quán buổi tối phải nói là quá thix lun . Đồ ăn ngon dễ sợ mà giá cả phải nói là khá ổn lun , nhân viên phục vụ rất nhiệt tình , quán đông lắm nên tgian gửi xe và lấy xe lâu lắm . Hình như chủ quán là người nươcs ngoài hay sao ấy thấy rất dễ thương lao zô làm phụ nhân viên quá trời : nướng thịt . Đi gửi xe dùm khách lun , khiêng dù trời mưa ... Nói túm lại là bị quán này hút rồi
",Gửi xe ở đây có cảm nhận như thế nào?, tgian gửi xe và lấy xe lâu lắm,foody
foody_1786,"Hôm nay đi 2 người order 1 khoai tây phô mai cay ( dạng xoắn ) và 1 monter fries và 2 coca . Nhân viên thân thiện , phục vụ nhanh chóng nhưng nv dịch vụ bảo vệ thì minh k hài lòng vì nào giờ đi ăn k quán nao thu phí dvu giữ xe hết nhưng hôm nay ăn ở đây lại thu phí giữ xe ( 5k ) . Thức ăn ngon và bao no luôn ! ! Monter fries 2 đứa ăn no bể bụng mà k hết @ @ lhoai tây xoắn ngon nhưg ít phô mai nên hơi nhạt ^ ^ không gian nhỏ và bài trí bt ! !
",Tại sao khách không hài lòng về bảo vệ quán?,ở đây lại thu phí giữ xe ( 5k ),foody
foody_1976,"Không có chỗ đậu xe nên phải vào chợ gửi xe .
Quán treo biển bán 7h sáng , mình đến 10h nhưng hôm đó bán từ lúc 11h nên phải chờ , lúc đến có khoảng 10 người nhưng hết chỗ ngồi phải qua cô bán bánh cuốn đối diện ngồi ké .
Phục vụ nhanh , chờ 1 lượt là đến mình .
Món ăn theo mình thì tạm , mì tự làm nên ngon , bạn mình nói thịt thấm gia vị . Nước lèo theo mình thấy giống nước thịt kho , nêm nhiều nước tương hay sao ấy nên ko thích mấy .
Một phần là 30k có 2 miếng thịt .
",Khách đi xe đến thì gửi xe ở đâu?,vào chợ gửi,foody
foody_1586,"Ở đây không chỉ có những đồ uống thông thường , mà còn có những món rất độc đáo nữa . Mình chưa uống cocktail ở đâu ngon mà lại rẻ như ở đây . Bình dị thôi nhưng mà chất ! Quá tuyệt ! ! ! Bạn nào ra quán đúng lúc có anh chủ quán ở đây có thể yêu cầu anh ý "" phiêu "" 1 món đồ uống mới thật lạ theo phong cách bạn yêu cầu , anh ý rất vui vẻ ... hehe ... Và đây là yêu cầu của mình , 1 món cocktail mà anh ý pha thử cho mình ... Ôi mê ly ... ! ! ! !
",Cocktail ở đây có gì hơn những nơi khác?,ngon mà lại rẻ,foody
