idx,question,answer,context
body-part_1624,Insulin trộn sẵn bao gồm những loại tác dụng nào?,Insulin trộn sẵn bao gồm 2 loại tác dụng nhanh và tác dụng dài.,"Insulin trộn sẵn gồm 2 loại tác dụng nhanh và tác dụng dài trong một lọ hoặc một bút tiêm. Thuốc sẽ có 2 đỉnh tác dụng. Đỉnh tác dụng nhanh để chuyển hóa carbohydrat trong bữa ăn. Loại tác dụng dài để tạo nồng độ nền giữa các bữa ăn. Hiện có các loại phổ biến: - Mixtard 30: 70% insulin isophane/30% insulin hòa tan.
- Novomix 30: gồm 70% Aspart kết tinh với protamin/30% Aspart hòa tan.
- Humalog Mix 70/30: gồm 70% NPL (neutral protamine lispro)/30% Lispro.
- Humalog Mix 75/25: gồm 75% NPL (neutral protamine lispro)/25% Lispro.
- Ryzodeg: gồm 70% Degludec/30% Aspart.
- Humalog 50/50: gồm 50% NPL (neutral protamine lispro)/50% Lispro."
body-part_240,Các bộ phận của bàn chân có thể bị ảnh hưởng bởi viêm khớp dạng thấp là gì?,"Khớp ở bàn chân, cổ chân và các ngón chân đều có thể bị ảnh hưởng bởi viêm khớp dạng thấp.","Một dạng viêm khớp tự miễn gây phản ứng viêm và tổn thương khớp. Khớp ở bàn chân, cổ chân và các ngón chân đều có thể bị ảnh hưởng bởi viêm khớp dạng thấp."
body-part_4563,Âm vật nằm ở đâu?,"Âm vật nằm ngay dưới xương mu và có kích thước khá nhỏ, chỉ bằng một hạt đậu.","Âm vật của phụ nữ còn có tên gọi khác là hột le, là mồng đốc. Đây là một cấu trúc có kích thước khoảng 1,5 cm, nằm ở giữa và phía trên của âm hộ. Âm vật là nơi tập trung của nhiều dây thần kinh nên rất nhạy cảm. Mọi kích thích vào âm vật đều mang đến khoái cảm cao độ. Chính vì vậy, bộ phận này có chức năng chủ yếu là mang đến khoái cảm tình dục cho phụ nữ. Âm vật nằm ngay dưới xương mu và có kích thước khá nhỏ, chỉ bằng một hạt đậu. Bộ phận này không giống như dương vật là nơi thoát ra của lỗ niệu đạo. Vì vậy, âm vật không có chức năng tiểu tiện. Viêm âm đạo là một trong những bệnh lý phụ khoa rất thường gặp. Với những triệu chứng như ngứa rát, tiết dịch có mùi khó chịu; viêm âm đạo gây nhiều khó chịu và ảnh hưởng sinh hoạt thường ngày."
body-part_4926,Thủ thuật thắt ống dẫn tinh được chỉ định cho trường hợp nào?,Thủ thuật này nên được thực hiện ở những cặp vợ chồng không muốn có thêm con nữa.,"Chúng ta có thể dễ dàng sờ thấy ống dẫn tinh nằm giữa tinh hoàn và vòng bẹn bề ngoài vì nó có thành cơ trơn dày. Một phương pháp hữu ích để triệt sản nam hoặc tránh thai là thắt ống dẫn tinh. Thủ thuật bao gồm một vết rạch ở mặt trên của bìu và thắt hoặc cắt bỏ ống dẫn tinh. Thủ thuật này ngăn cản sự vận chuyển của tinh trùng đến ống phóng tinh và dẫn đến việc không có tinh trùng khi xuất tinh. Sau đó, tinh trùng bị thoái hóa trong mào tinh và phần gần của ống dẫn tinh. Hy vọng qua bài viết này, bạn đọc sẽ hiểu thêm về ống dẫn tinh ở người. Đây là một cấu trúc quan trọng của hệ sinh sản ở nam giới. Một trong những thủ thuật triệt sản dành cho nam đó chính là thắt ống dẫn tinh. Thủ thuật này nên được thực hiện ở những cặp vợ chồng không muốn có thêm con nữa."
body-part_4891,Vai trò của màng tiền đình trong cấu tạo của thành tiền đình ống tai là gì?,Màng tiền đình đóng vai trò là một màng mỏng ngăn cách giữa thành tiền đình với ống xoắn ốc trong ốc tai.,Được tạo bởi 1 màng mỏng đi từ màng xương phủ mảnh xoắn xương tới thành ngoài ống xoắn ốc. Gọi là màng tiền đình.
body-part_920,Cấu trúc cơ thể của chúng ta có gồm bao nhiêu dây thần kinh tủy?,Trong cơ thể có 31 đôi dây thần kinh tủy.,"Cơ thể của chúng ta có 31 đôi dây thần kinh tủy. Mỗi dây thần kinh tủy gồm có: - Các nhóm sợi thần kinh cảm giác nối với tủy sống thông qua rễ sau, còn gọi là rễ cảm giác. Rễ sau sẽ dẫn truyền xung thần kinh cảm giác từ các cơ quan thụ cảm về thần kinh trung ương.
- Nhóm sợi thần kinh vận động nối với tủy sống thông qua các rễ trước, còn gọi là rễ vận động. Rễ trước sẽ truyền xung vận động từ thần kinh trung ương đến các cơ quan đáp ứng. Chính các nhóm sợi có liên quan đến các rễ này sẽ đi qua khe giữa hai đốt sống liên tiếp nhau. Tiếp theo, hai nhóm sợi này đã nhập lại và tạo thành dây thần kinh tủy."
body-part_2254,"Ngoài chức năng tạo điều kiện cho tinh trùng xâm nhập vào cơ thể, môi bé còn đóng vai trò nào khác?",Môi bé còn có chức năng bảo vệ các cơ quan sinh dục bên trong khỏi các sinh vật lây nhiễm.,"Môi bé và môi lớn tạo thành nếp 2 bên của tiền đình âm hộ. Môi bé nằm ở bên trong, sát với tiền đình âm hộ. Môi lớn nằm ở bên ngoài ngay cạnh môi nhỏ. Môi bé dài khoảng 5cm, rộng khoảng 0,5 cm nằm trong hai môi lớn ngăn cách bởi rãnh gian môi. Hai môi bé giới hạn bên trong bởi một khoang gọi là tiền đình âm hộ. Phía trước tách ra làm hai nếp, nếp nông phủ mặt nông của âm vật và nối với nếp tương ứng đối diện tạo thành mũ âm vật. Phía sau, nối với nhau thành hãm môi âm hộ. Tiền đình âm hộ là một lõm được giới hạn hai bên bởi mặt trong hai môi bé, phía trước âm vật và phía sau là hãm môi âm hộ. Môi bé gồm có ba chức năng chính: - Tạo điều kiện cho tinh trùng xâm nhập vào cơ thể.
- Bảo vệ các cơ quan sinh dục bên trong khỏi các sinh vật lây nhiễm.
- Tạo khoái cảm tình dục."
body-part_3893,Chức năng dinh dưỡng chịu sự chi phối và điều khiển của gì?,Chức năng dinh dưỡng chịu sự chi phối và điều khiển của một đoạn tủy.,"Được thực hiện bởi các nơron dinh dưỡng trong tuỷ sống chi phối và chịu sự điều khiển của một đoạn tuỷ. Ví dụ, phản xạ bàng quang, phản xạ hậu môn, phản xạ vận mạch, phản xạ tiết mồ hôi."
body-part_4259,Khi nào chúng ta có thể dễ dàng sờ và di chuyển xương bánh chè?,Chúng ta có thể dễ dàng sờ và di động xương bánh chè nhất ở tư thế duỗi gối.,"Xương bánh chè có hình tam giác hơi tròn, nằm phía trước đầu dưới xương đùi như là một cái mũ bảo vệ khớp gối. Xương vừng này nằm sát da, nên rất dễ chấn thương trong các tai nạn giao thông, lao động hoặc tai nạn sinh hoạt. Chúng ta có thể sờ và di động được nó rõ nhất ở tư thế duỗi gối."
body-part_2528,Nước bọt có đóng góp vai trò như thế nào trong việc tiêu hóa thức ăn?,"Nước bọt chứa protein, khoáng chất, và nhiều chất khác hỗ trợ trong việc tiêu hóa.","- Uống nhiều nước.
- Nhai kẹo cao su không đường.
- Mút kẹo không đường.
- Nếu khô miệng kéo dài, bác sĩ hoặc nha sĩ có thể khuyên bạn nên súc miệng bằng nước bọt nhân tạo. Đây là một chất lỏng hoặc thuốc xịt được bán mà không cần kê toa. Nó có thể được sử dụng thường xuyên khi cần thiết.
- Nước bọt nhân tạo giúp giữ ẩm miệng và thoải mái. Nhưng nó không chứa protein, khoáng chất và các chất khác có trong nước bọt thật sự giúp tiêu hóa."
body-part_2056,Vì sao men răng có nhiều màu sắc?,"Men răng có nhiều màu sắc do chiều dày lớp men, màu vàng nhạt của ngà răng và mức độ trong, tính đồng nhất của men răng khác nhau.","Men răng trong, hơi có ánh xanh xám- vàng nhạt. Màu răng được quyết định bởi chiều dày lớp men, màu vàng nhạt của ngà và mức độ trong, tính đồng nhất của men."
body-part_1257,Những đối tượng nào có thể có mức DHEA cao hơn?,"Những nữ bị rậm lông và hội chứng buồng trứng đa nang, trẻ em được chẩn đoán mắc chứng sản thượng thận bẩm sinh, và một số nhân ung cũng có nồng độ DHEA cao.","Một vài nghiên cứu đã chỉ ra rằng những phụ nữ bị rậm lông và hội chứng buồng trứng đa nang có thể có mức DHEA cao hơn. Trẻ em được chẩn đoán mắc chứng tăng sản thượng thận bẩm sinh cũng có mức DHEA cao. Cũng như một số bệnh nhân ung thư có nồng độ DHEA cao. Nồng độ DHEA thấp hơn có liên quan đến việc giảm tuổi thọ ở nam giới. Ở phụ nữ, mức DHEA thấp thường liên quan đến giảm ham muốn tình dục và loãng xương. Một số người sử dụng DHEA với hy vọng nó sẽ tăng sức bền và sức mạnh cơ bắp, tăng năng lượng, giảm chất béo và tăng cường miễn dịch. Tuy nhiên, những tác dụng này chưa được chứng minh. Một số vận động viên sử dụng DHEA nhưng nó bị cấm bởi Liên đoàn Bóng đá Quốc gia. Chất này cũng bị cấm sử dụng tại các giải bóng chày Liên đoàn lớn, Thế vận hội và các sự kiện thể thao khác."
body-part_3966,Van hai lá có cấu tạo như thế nào?,Van hai lá gồm 2 lá van cấu tạo từ tổ chức xơ sợi. Lá trước (với các sợi xơ liên tục với vòng van động mạch chủ) và lá sau được cố định bởi vòng van.,"Gồm 2 lá van cấu tạo từ tổ chức xơ sợi. Lá trước (với các sợi xơ liên tục với vòng van động mạch chủ) và lá sau được cố định bởi vòng van. Các cơ nhú xuất phát từ thành tự do thất trái, vách liên thất và các dây chằng, đính liên tục với 2 lá van. Bất kỳ biến đổi thành phần nào kể trên đều có thể gây ra hở van hai lá. Lá sau được chia thành ba phần bởi các rãnh, gọi là P1, P2, P3. Lá trước không có rãnh nên được phân chia thành các phần đối diện với các phần của lá sau lần lượt là A1, A2, A3. Nếu van 2 lá bị hở do sa van thì P2 là thành phần thường hay bị sa nhất. Các cơ nhú được chia thành hai nhóm: sau trong và trước ngoài. Nhóm cơ nhú sau trong được cấp máu bởi động mạch nhỏ và rất dễ bị ảnh hưởng bởi thiếu máu cơ tim. Vì vậy, đứt dây chằng rất dễ gây ra sa lá sau. Nhóm cơ nhú trước ngoài được cấp máu bởi hệ thống hai động mạch lớn nên ít bị ảnh hưởng hơn."
body-part_4311,Xương chày là xương ở đâu trên cơ thể con người?,Xương chày là xương lớn ở vùng cẳng chân chịu lực chủ yếu của cơ thể.,"Giai đoạn hồi phục bắt đầu ngay sau khi điều trị phẫu thuật hay không phẫu thuật. Trong giai đoạn này, bệnh nhân phải tuân theo những lời khuyên của bác sĩ phẫu thuật chỉnh hình. Đây là điều đặc biệt quan trọng vì bệnh nhân cần phải hiểu rõ các hướng dẫn của bác sĩ phẫu thuật về việc chịu lực, vận động khớp gối và sử dụng những thiết bị cố định ngoài (băng bột hay nẹp cố định). Bác sĩ cũng sẽ trao đổi về những tác động có thể có trong sinh hoạt hằng ngày, cuộc sống, công việc, trách nhiệm với gia đình và các hoạt động giải trí. Xương chày là xương lớn vùng cẳng chân chịu lực chủ yếu của cơ thể. Do áp lực lớn và gần sát da nên bộ phận này thường hay gặp chấn thương. Hiểu biết về cấu tạo, chức năng giúp chúng ta chủ động trong việc phòng chống và điều trị tổn thương xương chày cũng như khớp gối và cổ chân."
body-part_3827,Vai trò của các synapse trong hoạt động của tế bào thần kinh là gì?,Các Synapse (khớp thần kinh) là diện tích tiếp xúc giữa các nhánh nhỏ phân tử cuối sợi trục của nơ-ron này với sợi nhánh của nơ-ron khác hoặc các cơ quan thụ cảm. Các xung thần kinh được chuyển từ tế bào thần kinh này sang tế bào thần kinh khác thông qua khớp thần kinh để não có thể tương tác với các cơ quan khác trong cơ thể.,"Các tế bào thần kinh chỉ có thể được nhìn thấy bằng kính hiển vi, được chia thành ba phần: - Thân tế bào: là chỗ phình to của neuron. Bao gồm nhân tế bào, lưới nội sinh chất, ty thể, ribosom, lysosom, bộ máy Golgi, tơ thần kinh, ống siêu vi và các bào quan khác. Thân tế bào cung cấp dinh dưỡng cho neuron, có thể phát sinh xung động thần kinh và có thể tiếp nhận xung động thần kinh từ nơi khác truyền tới neuron.
- Sợi nhánh, còn gọi là đuôi gai: là các tua ngắn mỏng manh mọc ra từ thân tế bào. Mỗi neuron đều có nhiều đuôi gai, mỗi đuôi gai được chia thành nhiều nhánh. Chúng có chức năng tiếp nhận các xung thần kinh từ tế bào khác, truyền chúng tới thân tế bào. Đây là tín hiệu hướng tâm. Tác động của các xung này có thể là kích thích hoặc ức chế.
- Sợi trục: sợi đơn dài mang thông tin từ thân tế bào và chuyển đến các tế bào khác. Đường kính của các sợi trục thường có kích thước khác nhau, dao động từ từ 0,5 μm – 22 μm. Dọc sợi trục được bao bọc bởi một lớp vỏ myelin, tạo thành bởi các tế bào Schwann. Bao myelin không liền mạch mà được chia thành từng đoạn. Giữa các bao myelin là các eo Ranvier. Khoảng cách giữa 2 eo Ranvier khoảng 1,5 – 2 mm. Còn diện tích tiếp xúc giữa các nhánh nhỏ phân từ cuối sợi trục của nơ-ron này với sợi nhánh của nơ-ron khác hoặc các cơ quan thụ cảm được gọi là Synapse (khớp thần kinh). Cả sợi nhánh và sợi trục đôi khi được gọi chung là sợi thần kinh. Chiều dài các sợi trục có sự chênh lệch rất nhiều. Một số sợi có thể rất ngắn, trong khi một số khác có thể dài hơn 1 mét. Các sợi trục dài nhất còn được gọi là hạch rễ lưng. Đây là một cụm các tế bào thần kinh mang thông tin từ da đến não. Ở người cao, một số sợi trục trong hạch rễ lưng xuất phát từ ngón chân cho đến thân não có thể dài tới 2 mét."
